date,Supplier,VendorStockNumber,Shape,Weight,Color,FancyColor,FancyColorIntensity,FancyColorOvertone,Clarity,MeasLength,MeasWidth,MeasDepth,Measurements,CutGrade,Lab,RapNet_List_Price,RapNet_Discount,Price_per_carat,Depth%,Table%,GirdleThin,GirdleThick,Girdle%,Culet Size,Culet condition,Polish,Symmetry,Fluorescence Intensity,Fluoresecnce Color,Crown Height,Crown Angle,Pavilion Depth,PavillionAngle,Treatment,LaserInscription,Comments,CertificateID,CertificateImage,DiamondImage,3DFile,MatchingVendorStockNumber,IsMatchedPairSeparable,CityLocation,StateLocation,CountryLocation,ParcelStoneCount,Status,usd,JPY,fee_%,fee_JPY,Value,ship_USD,ship_JPY,tax,Custom,import,FX,FX_Option,transfer,settle,Sales price,paypal,payment_by_card,yamato,AllCost,PS%,ring
2016/2/29,aarachminov,405412,BR,0.3,D,,,,VS2,4.29,4.32,2.66,4.29-4.32x2.66,Excellent,GIA,2500,-27,1825,61.7,56,m,STK,0,n,,Very Good,Excellent,None,,,33.5,,41,,GIA 5176936992,,5176936992,,,,,,,,CHINA,1,G,547.5,62425,0.1,6242.5,68667.5,16.425,1872.7785,1248.519,5243.7038,70790.0013,1264.70667,287.4333341,300,72642.1413,78884,2879.824,79771,887.2307692,73529.37207,0.208648142,79771
2016/2/29,aarachminov,405060,BR,0.3,D,,,,VS2,4.22,4.25,2.69,4.22-4.25x2.69,Very Good,GIA,2500,-22,1950,63.5,56,m,STK,0,n,,Excellent,Excellent,None,,,37,,40.6,,GIA 6167685199,,6167685199,,,,,,,,CHINA,1,G,585,66701,0.1,6670.1,73371.1,17.55,2001.051,1334.034,5602.8868,75638.9718,1351.336494,307.1219304,300,77597.43022,84267,3073.612,85154,887.2307692,78484.66099,0.208456454,85154
2016/2/29,aarachminov,405115,BR,0.3,D,,,,VS1,4.23,4.24,2.7,4.23-4.24x2.7,Very Good,GIA,2600,-27,1898,63.7,58,stk,TK,0,n,,Very Good,Very Good,None,,,35,,41.4,,GIA 2161011147,,2161011147,,,,,,,,CHINA,1,M,569.4,64922,0.1,6492.2,71414.2,17.082,1947.68964,1298.45976,5453.451952,73621.60135,1315.294937,298.9306674,300,75535.82696,82028,2993.008,82915,887.2307692,76423.05773,0.208538548,82915
2016/2/29,aarachminov,358077,BR,0.3,E,,,,SI2,4.36,4.32,2.61,4.36-4.32x2.61,Excellent,GIA,2000,-27,1460,60.2,61,m,STK,0,n,,Excellent,Very Good,None,,,34,,40.8,,GIA 5161019623,,5161019623,,,,,,,,ISRAEL,1,G,438,49940,0.1,4994,54934,13.14,1498.2228,998.8152,4194.96304,56632.00104,1011.765336,229.9466673,300,58173.71304,63167,2314.012,64054,887.2307692,59060.94381,0.209397312,64054
2016/2/29,aarachminov,454379,BR,0.3,E,,,,VVS2,4.35,4.38,2.66,4.35-4.38x2.66,Excellent,GIA,2500,-20,2000,61,59,tn,M,0,n,,Excellent,Excellent,None,,,33,,41.6,,GIA 6212349847,,6212349847,,,,,,,,ISRAEL,1,G,600,68412,0.1,6841.2,75253.2,18,2052.36,1368.24,5746.608,77579.208,1386,315,300,79580.208,86421,3151.156,87308,887.2307692,80467.43877,0.20838685,87308
2016/2/29,aarachminov,420927,BR,0.3,H,,,,VS1,4.34,4.36,2.62,4.34-4.36x2.62,Excellent,GIA,2100,-22,1638,60.1,59,m,STK,0,n,,Excellent,Excellent,None,,,33,,41,,GIA 5196190773,,5196190773,,,,,,,,CHINA,1,G,491.4,56029,0.1,5602.9,61631.9,14.742,1680.88284,1120.58856,4706.437712,63536.90911,1135.125742,257.9831231,300,65230.01798,70832,2589.952,71719,887.2307692,66117.24875,0.208987463,71719
2016/2/29,aarachminov,347654,BR,0.3,E,,,,VS1,4.23,4.24,2.69,4.23-4.24x2.69,Very Good,GIA,2400,-21,1896,63.5,55,stk,TK,0,n,,Excellent,Excellent,Faint,,,36.5,,40.4,,GIA 2156468808,,2156468808,,,,,,,,CHINA,1,G,568.8,64854,0.1,6485.4,71339.4,17.064,1945.63728,1297.09152,5447.738304,73544.4671,1313.916886,298.6174741,300,75457.00146,81942,2989.912,82829,887.2307692,76344.23223,0.208537746,82829
2016/2/29,aarachminov,420988,BR,0.3,H,,,,VVS2,4.32,4.33,2.63,4.32-4.33x2.63,Excellent,GIA,2200,-22,1716,60.8,59,m,STK,0,n,,Excellent,Excellent,None,,,33.5,,40.8,,GIA 6192591391,,6192591391,,,,,,,,ISRAEL,1,G,514.8,58697,0.1,5869.7,64566.7,15.444,1760.92488,1173.94992,4930.549984,66562.42478,1189.17843,270.2678249,300,68321.87104,74191,2710.876,75078,887.2307692,69209.10181,0.208839347,75078
2016/2/29,aarachminov,350758,BR,0.3,D,,,,VS1,4.27,4.31,2.67,4.27-4.31x2.67,Very Good,GIA,2600,-27,1898,62.2,58,stk,TK,0,n,,Excellent,Excellent,None,,,35,,41,,GIA 2155815508,,2155815508,,,,,,,,CHINA,1,G,569.4,64922,0.1,6492.2,71414.2,17.082,1947.68964,1298.45976,5453.451952,73621.60135,1315.294937,298.9306674,300,75535.82696,82028,2993.008,82915,887.2307692,76423.05773,0.208538548,82915
2016/2/29,aarachminov,419091,BR,0.3,G,,,,VVS1,4.3,4.33,2.63,4.3-4.33x2.63,Excellent,GIA,2400,-24,1824,61,60,m,STK,0,n,,Excellent,Excellent,None,,,33.5,,41.4,,GIA 2196261974,,2196261974,,,,AP56,,,,ISRAEL,1,G,547.2,62391,0.1,6239.1,68630.1,16.416,1871.75232,1247.83488,5240.846976,70751.43418,1264.017645,287.2767374,300,72602.72856,78841,2878.276,79728,887.2307692,73489.95933,0.208647785,79728
2016/2/29,aarachminov,460912,BR,0.3,D,,,,VVS2,4.28,4.3,2.64,4.28-4.3x2.64,Excellent,GIA,2800,-17,2324,61.6,57,m,STK,0,n,,Excellent,Excellent,None,,,36,,40.6,,GIA 6212581070,,6212581070,,,,,,,,ISRAEL,1,M,697.2,79494,0.1,7949.4,87443.4,20.916,2384.84232,1589.89488,6677.498976,90146.23618,1610.517645,366.0267374,300,92422.78056,100372,3653.392,101259,887.2307692,93310.01133,0.208006217,101259
2016/2/29,aarachminov,460433,BR,0.3,D,,,,VVS1,4.32,4.34,2.62,4.32-4.34x2.62,Excellent,GIA,3000,-19,2430,60.5,59,m,STK,0,n,,Excellent,Excellent,None,,,33,,41.2,,GIA 5216558362,,5216558362,,,,,,,,ISRAEL,1,M,729,83120,0.1,8312,91432,21.87,2493.6174,1662.4116,6982.08232,94258.11132,1683.978809,382.7224566,300,96624.81259,104936,3817.696,105823,887.2307692,97512.04335,0.207898147,105823
2016/2/29,aarachminov,384991,BR,0.3,E,,,,VS2,4.39,4.41,2.55,4.39-4.41x2.55,Very Good,GIA,2300,-27,1679,58.1,61,m,STK,0,n,,Very Good,Very Good,None,,,32,,40.8,,GIA 2176732439,,2176732439,,,,,,,,CHINA,1,G,503.7,57431,0.1,5743.1,63174.1,15.111,1722.95622,1148.63748,4824.207496,65126.8012,1163.530136,264.4386673,300,66854.77,72597,2653.492,73484,887.2307692,67742.00077,0.208906704,73484
2016/2/29,aarachminov,419062,BR,0.31,G,,,,VVS1,4.32,4.36,2.69,4.32-4.36x2.69,Excellent,GIA,2400,-24,1824,62,60,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,41.2,,GIA 5186991561,,5186991561,,,,AP56,,,,ISRAEL,1,G,565.44,64471,0.1,6447.1,70918.1,16.9632,1934.144064,1289.429376,5415.565875,73110.13932,1306.157355,296.8539442,300,75013.15061,81460,2972.56,82347,887.2307692,75900.38138,0.208556347,82347
2016/2/29,aarachminov,452019,BR,0.31,E,,,,VVS2,4.4,4.43,2.63,4.4-4.43x2.63,Excellent,GIA,2500,-22,1950,59.6,60,m,STK,0,n,,Excellent,Excellent,None,,,33,,41,,GIA 2196168428,,2196168428,,,,,,,,ISRAEL,1,G,604.5,68925,0.1,6892.5,75817.5,18.135,2067.7527,1378.5018,5789.70036,78160.95486,1396.393263,317.3621053,300,80174.71023,87067,3174.412,87954,887.2307692,81061.941,0.208368268,87954
2016/2/29,aarachminov,451950,BR,0.31,D,,,,VVS2,4.38,4.4,2.69,4.38-4.4x2.69,Excellent,GIA,2800,-21,2212,61.3,59,m,STK,0,n,,Excellent,Excellent,None,,,34,,41.4,,GIA 2216183778,,2216183778,,,,,,,,ISRAEL,1,G,685.72,78185,0.1,7818.5,86003.5,20.5716,2345.573832,1563.715888,6567.543178,88661.8329,1583.997872,359.9995164,300,90905.83029,98724,3594.064,99611,887.2307692,91793.06106,0.20804465,99611
2016/2/29,aarachminov,420978,BR,0.31,G,,,,VVS1,4.31,4.33,2.69,4.31-4.33x2.69,Excellent,GIA,2400,-27,1752,62.3,58,m,STK,0,n,,Excellent,Excellent,None,,,35,,41,,GIA 2196246187,,2196246187,,,,,,,,ISRAEL,1,G,543.12,61926,0.1,6192.6,68118.6,16.2936,1857.796272,1238.530848,5201.78617,70224.11329,1254.596734,285.1356215,300,72063.84565,78256,2857.216,79143,887.2307692,72951.07641,0.208674095,79143
2016/2/29,aarachminov,421048,BR,0.31,H,,,,VVS1,4.34,4.36,2.7,4.34-4.36x2.7,Excellent,GIA,2300,-22,1794,62.1,57,tn,M,0,n,,Excellent,Excellent,None,,,35,,41.2,,GIA 2196074568,,2196074568,,,,,,,,ISRAEL,1,G,556.14,63411,0.1,6341.1,69752.1,16.6842,1902.332484,1268.221656,5326.524331,71908.07847,1284.681802,291.9731369,300,73784.73341,80125,2924.5,81012,887.2307692,74671.96418,0.208599064,81012
2016/2/29,aarachminov,350783,BR,0.31,D,,,,VS1,4.29,4.3,2.65,4.29-4.3x2.65,Very Good,GIA,2600,-27,1898,61.8,60,m,TK,0,n,,Excellent,Excellent,None,,,35,,40.8,,GIA 2155776819,,2155776819,,,,,,,,CHINA,1,G,588.38,67087,0.1,6708.7,73795.7,17.6514,2012.612628,1341.741752,5635.30835,76076.66273,1359.15611,308.8991159,300,78044.71796,84753,3091.108,85640,887.2307692,78931.94873,0.208440999,85640
2016/2/29,aarachminov,364675,BR,0.31,D,,,,SI2,4.29,4.24,2.76,4.29-4.24x2.76,Very Good,GIA,2100,-25,1575,64.6,57,m,STK,0,n,,Excellent,Very Good,None,,,36.5,,41.6,,GIA 2155774827,,2155774827,,,,,,,,CHINA,1,G,488.25,55670,0.1,5567,61237,14.6475,1670.10795,1113.4053,4676.28106,63129.79431,1127.852387,256.3300879,300,64813.97678,70380,2573.68,71267,887.2307692,65701.20755,0.209008241,71267
2016/2/29,aarachminov,455322,BR,0.31,D,,,,VVS2,4.38,4.4,2.7,4.38-4.4x2.7,Excellent,GIA,2800,-22,2184,61.4,58,m,,0,n,,Excellent,Excellent,None,,,34.5,,41.4,,GIA 2156804720,,2156804720,,,,,,,,ISRAEL,1,M,677.04,77196,0.1,7719.6,84915.6,20.3112,2315.883024,1543.922016,6484.464403,87540.26944,1563.960455,355.445558,300,89759.67546,97479,3549.244,98366,887.2307692,90646.90623,0.208075586,98366
2016/2/29,aarachminov,126942,BR,0.31,D,,,,VVS1,4.33,4.34,2.72,4.33-4.34x2.72,Excellent,GIA,3000,-24,2280,62.7,56,tn,M,0,n,,Very Good,Very Good,None,,,35.5,,41.2,,GIA 17357707,,17357707,,,,,,,,ISRAEL,1,G,706.8,80589,0.1,8058.9,88647.9,21.204,2417.68008,1611.78672,6769.477344,91387.94414,1632.701517,371.0685266,300,93691.71419,101750,3703,102637,887.2307692,94578.94496,0.207970516,102637
2016/2/29,aarachminov,405278,BR,0.31,F,,,,SI1,4.32,4.38,2.71,4.32-4.38x2.71,Excellent,GIA,2000,-23,1540,62.2,56,m,STK,0,n,,Excellent,Very Good,None,,,34.5,,41.2,,GIA 1162510408,,1162510408,,,,,,,,CHINA,1,G,477.4,54433,0.1,5443.3,59876.3,14.322,1632.99444,1088.66296,4572.372592,61727.02999,1102.791144,250.634351,300,63380.45549,68823,2517.628,69710,887.2307692,64267.68626,0.209087078,69710
2016/2/29,aarachminov,455320,BR,0.31,D,,,,VVS2,4.39,4.42,2.68,4.39-4.42x2.68,Excellent,GIA,2800,-22,2184,60.8,57,tn,M,0,n,,Excellent,Excellent,None,,,34.5,,40.8,,GIA 2161198839,,2161198839,,,,,,,,ISRAEL,1,M,677.04,77196,0.1,7719.6,84915.6,20.3112,2315.883024,1543.922016,6484.464403,87540.26944,1563.960455,355.445558,300,89759.67546,97479,3549.244,98366,887.2307692,90646.90623,0.208075586,98366
2016/2/29,aarachminov,401529,BR,0.31,E,,,,VS2,4.35,4.38,2.66,4.35-4.38x2.66,Excellent,GIA,2300,-25,1725,61,59,m,STK,0,n,,Very Good,Excellent,None,,,34.5,,41,,GIA 2186301309,,2186301309,,,,,,,,CHINA,1,G,534.75,60972,0.1,6097.2,67069.2,16.0425,1829.16585,1219.4439,5121.64878,69142.25853,1235.268738,280.7428949,300,70958.27016,77055,2813.98,77942,887.2307692,71845.50093,0.208721043,77942
2016/2/29,aarachminov,350672,BR,0.31,E,,,,VVS1,4.24,4.27,2.73,4.24-4.27x2.73,Very Good,GIA,2700,-29,1917,64.1,58,m,TK,0,n,,Excellent,Excellent,None,,,37,,41.4,,GIA 1159591818,,1159591818,,,,,,,,CHINA,1,G,594.27,67758,0.1,6775.8,74533.8,17.8281,2032.759962,1355.173308,5691.674662,76837.60793,1372.750861,311.9888321,300,78822.34762,85598,3121.528,86485,887.2307692,79709.57839,0.208416084,86485
2016/2/29,aarachminov,430740,BR,0.31,D,,,,IF,4.36,4.4,2.7,4.36-4.4x2.7,Excellent,GIA,3900,-27,2847,61.5,57,m,STK,0,n,,Excellent,Excellent,None,,,32,,41.8,,GIA 6192980597,,6192980597,,,,,,,,ISRAEL,1,M,882.57,100630,0.09,9056.7,109686.7,26.4771,3018.918942,2012.612628,8452.922526,114114.4541,2038.724517,463.3464812,300,116916.5251,125973,4575.028,126860,887.2307692,117803.7559,0.20117803,126860
2016/2/29,aarachminov,420976,BR,0.31,G,,,,VVS1,4.38,4.41,2.68,4.38-4.41x2.68,Excellent,GIA,2400,-22,1872,60.9,59,m,STK,0,n,,Excellent,Excellent,None,,,33,,41.2,,GIA 2196071623,,2196071623,,,,,,,,ISRAEL,1,G,580.32,66168,0.1,6616.8,72784.8,17.4096,1985.042592,1323.361728,5558.112346,75034.51667,1340.537533,304.6676211,300,76979.72182,83596,3049.456,84483,887.2307692,77866.95259,0.208478875,84483
2016/2/29,aarachminov,418860,BR,0.31,D,,,,VVS1,4.32,4.35,2.7,4.32-4.35x2.7,Excellent,GIA,3000,-24,2280,62.3,56,m,STK,0,n,,Excellent,Excellent,None,,,34.5,,41,,GIA 6195561695,,6195561695,,,,AP21,,,,ISRAEL,1,G,706.8,80589,0.1,8058.9,88647.9,21.204,2417.68008,1611.78672,6769.477344,91387.94414,1632.701517,371.0685266,300,93691.71419,101750,3703,102637,887.2307692,94578.94496,0.207970516,102637
2016/2/29,aarachminov,463495,BR,0.31,E,,,,VS2,4.31,4.33,2.68,4.31-4.33x2.68,Excellent,GIA,2300,-17,1909,62.2,57,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,40.8,,GIA 6212852710,,6212852710,http://www.feedcenter.net/files/116/certs/6212852710.Pdf,,,,,,,ISRAEL,1,G,591.79,67475,0.1,6747.5,74222.5,17.7537,2024.276874,1349.517916,5667.903583,76516.69837,1367.017616,310.6858217,300,78494.40181,85241,3108.676,86128,887.2307692,79381.63258,0.20842083,86128
2016/2/29,aarachminov,419068,BR,0.31,H,,,,VVS1,4.36,4.38,2.65,4.36-4.38x2.65,Excellent,GIA,2300,-24,1748,60.6,59,m,STK,0,n,,Excellent,Excellent,None,,,32.5,,41,,GIA 2196123088,,2196123088,,,,AP64,,,,ISRAEL,1,G,541.88,61785,0.1,6178.5,67963.5,16.2564,1853.554728,1235.703152,5189.94063,70064.19851,1251.739759,284.4863089,300,71900.42458,78078,2850.808,78965,887.2307692,72787.65535,0.208675939,78965
2016/2/29,aarachminov,451954,BR,0.31,E,,,,VVS2,4.34,4.37,2.69,4.34-4.37x2.69,Excellent,GIA,2500,-22,1950,61.8,58,m,STK,0,n,,Excellent,Excellent,None,,,34,,41.4,,GIA 1207642583,,1207642583,,,,,,,,ISRAEL,1,G,604.5,68925,0.1,6892.5,75817.5,18.135,2067.7527,1378.5018,5789.70036,78160.95486,1396.393263,317.3621053,300,80174.71023,87067,3174.412,87954,887.2307692,81061.941,0.208368268,87954
2016/2/29,aarachminov,327726,PS,0.31,D,,,,VVS2,5.92,3.76,2.33,5.92-3.76x2.33,,GIA,2400,-17,1992,61.8,62,m,TK,0,n,,Very Good,Very Good,None,,,0,,0,,GIA 1159735847,,1159735847,,,,,,,,HONG KONG,1,G,617.52,70409,0.1,7040.9,77449.9,18.5256,2112.288912,1408.192608,5914.358522,79843.84004,1426.459037,324.1952356,300,81894.49431,88935,3241.66,89822,887.2307692,82781.72508,0.208309439,89822
2016/2/29,aarachminov,916397,,0.32,,Y,I,,SI1,4.4,4.42,2.66,4.4-4.42x2.66,,GIA,0,,12360,60.4,58,tn,STK,0,n,,Very Good,Good,None,,,0,,0,,,,1152645527,http://www.feedcenter.net/files/116/certs/1152645527.Pdf,,,,,,,HONG KONG,1,G,3955.2,450971,0.07,31567.97,482538.97,118.656,13529.15712,9019.43808,37881.56762,511401.1628,9136.494557,2076.476036,300,522914.1334,554482,18892.388,561349,6867.777778,529781.9112,0.186680541,561349
2016/2/29,aarachminov,916398,,0.32,,Y,I,,VS1,4.41,4.43,2.73,4.41-4.43x2.73,,GIA,0,,12360,61.8,56,m,STK,0,n,,Excellent,Excellent,None,,,0,,0,,,,1162979230,http://www.feedcenter.net/files/116/certs/1162979230.Pdf,,,,,,,HONG KONG,1,G,3955.2,450971,0.07,31567.97,482538.97,118.656,13529.15712,9019.43808,37881.56762,511401.1628,9136.494557,2076.476036,300,522914.1334,554482,18892.388,561349,6867.777778,529781.9112,0.186680541,561349
2016/2/29,aarachminov,420982,BR,0.32,H,,,,VVS1,4.4,4.42,2.71,4.4-4.42x2.71,Excellent,GIA,2300,-22,1794,61.5,57,m,STK,0,n,,Excellent,Excellent,None,,,33.5,,41,,GIA 6191552496,,6191552496,,,,,,,,ISRAEL,1,G,574.08,65456,0.1,6545.6,72001.6,17.2224,1963.698048,1309.132032,5498.306406,74227.13649,1326.113192,301.3893619,300,76154.63904,82700,3017.2,83587,887.2307692,77041.86981,0.208512696,83587
2016/2/29,aarachminov,463587,BR,0.32,F,,,,VVS2,4.36,4.38,2.71,4.36-4.38x2.71,Excellent,GIA,2400,-17,1992,62,58,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,41.2,,GIA 2217733174,,2217733174,http://www.feedcenter.net/files/116/certs/2217733174.Pdf,,,,,,,ISRAEL,1,G,637.44,72680,0.1,7268,79948,19.1232,2180.427264,1453.618176,6105.123635,82419.16908,1472.468865,334.6520147,300,84526.28995,91794,3344.584,92681,887.2307692,85413.52072,0.208227117,92681
2016/2/29,aarachminov,463583,BR,0.32,E,,,,VVS2,4.39,4.42,2.7,4.39-4.42x2.7,Excellent,GIA,2500,-17,2075,61.3,57,m,,0,n,,Excellent,Excellent,None,,,35.5,,40.6,,GIA 2216838145,,2216838145,http://www.feedcenter.net/files/116/certs/2216838145.Pdf,,,,,,,ISRAEL,1,G,664,75709,0.1,7570.9,83279.9,19.92,2271.2784,1514.1856,6359.55712,85854.02112,1533.834597,348.5987721,300,88036.45449,95607,3481.852,96494,887.2307692,88923.68526,0.208122836,96494
2016/2/29,aarachminov,336279,BR,0.32,E,,,,VVS1,4.28,4.31,2.77,4.28-4.31x2.77,Very Good,GIA,2700,-29,1917,64.5,56,tk,,0,n,,Excellent,Very Good,None,,,36.5,,0,,,,2156641133,,,,,,,,CHINA,1,G,613.44,69944,0.1,6994.4,76938.4,18.4032,2098.332864,1398.888576,5875.297715,79316.51916,1417.038126,322.0541196,300,81355.6114,88350,3220.6,89237,887.2307692,82242.84217,0.208330504,89237
2016/2/29,aarachminov,463486,BR,0.32,D,,,,VVS1,4.38,4.42,2.72,4.38-4.42x2.72,Excellent,GIA,3000,-17,2490,61.7,57,m,STK,0,n,,Excellent,Excellent,None,,,35,,40.8,,GIA 2216657769,,2216657769,http://www.feedcenter.net/files/116/certs/2216657769.Pdf,,,,,,,ISRAEL,1,G,796.8,90851,0.1,9085.1,99936.1,23.904,2725.53408,1817.02272,7631.484544,103025.0413,1840.605376,418.3194036,300,105583.9661,114669,4168.084,115556,887.2307692,106471.1969,0.20771089,115556
2016/2/29,aarachminov,463457,BR,0.32,E,,,,VVS2,4.38,4.41,2.74,4.38-4.41x2.74,Excellent,GIA,2500,-17,2075,62.3,57,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,40.8,,GIA 1215626846,,1215626846,http://www.feedcenter.net/files/116/certs/1215626846.Pdf,,,,,,,ISRAEL,1,G,664,75709,0.1,7570.9,83279.9,19.92,2271.2784,1514.1856,6359.55712,85854.02112,1533.834597,348.5987721,300,88036.45449,95607,3481.852,96494,887.2307692,88923.68526,0.208122836,96494
2016/2/29,aarachminov,463471,BR,0.32,D,,,,VVS1,4.36,4.38,2.72,4.36-4.38x2.72,Excellent,GIA,3000,-17,2490,62.3,57,m,STK,0,n,,Excellent,Excellent,None,,,33.5,,41.4,,GIA 7218703869,,7218703869,http://www.feedcenter.net/files/116/certs/7218703869.Pdf,,,,,,,ISRAEL,1,G,796.8,90851,0.1,9085.1,99936.1,23.904,2725.53408,1817.02272,7631.484544,103025.0413,1840.605376,418.3194036,300,105583.9661,114669,4168.084,115556,887.2307692,106471.1969,0.20771089,115556
2016/2/29,aarachminov,460427,BR,0.32,D,,,,VVS1,4.41,4.43,2.69,4.41-4.43x2.69,Excellent,GIA,3000,-19,2430,60.8,60,m,,0,n,,Excellent,Excellent,None,,,35.5,,41,,GIA 2217592519,,2217592519,,,,,,,,ISRAEL,1,M,777.6,88661,0.1,8866.1,97527.1,23.328,2659.85856,1773.23904,7447.527808,100541.6254,1796.237631,408.2358253,300,103046.0989,111912,4068.832,112799,887.2307692,103933.3296,0.207761455,112799
